COBERTURA,ID_ENTIDAD,ID_MUNICIPIO,ANIO,MES,ID_HORA,ID_MINUTO,ID_DIA,DIASEMANA,URBANA,SUBURBANA,TIPACCID,MOTOCICLET,BICICLETA,CAUSAACCI,CAPAROD,SEXO,ALIENTO,CINTURON,ID_EDAD,CONDMUERTO,CONDHERIDO,PASAMUERTO,PASAHERIDO,PEATMUERTO,PEATHERIDO,CICLMUERTO,CICLHERIDO,OTROMUERTO,OTROHERIDO,NEMUERTO,NEHERIDO,CLASACC,ESTATUS
Municipal,4,6,2019,10,19,30,20,Domingo,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,30,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,5,17,2019,3,7,30,12,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,28,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,5,18,2019,7,0,30,13,Sabado,Accidente en intersección,Sin accidente en esta zona,Otro,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,47,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,5,18,2019,9,10,0,10,Martes,Accidente en intersección,Sin accidente en esta zona,Otro,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,63,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,5,24,2019,3,20,18,1,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,23,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,5,24,2019,11,12,50,20,Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,17,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,5,25,2019,5,7,23,10,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,5,25,2019,6,11,46,11,Martes,Accidente en intersección,Sin accidente en esta zona,Otro,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,78,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,5,28,2019,2,19,40,1,Viernes,Accidente en intersección,Sin accidente en esta zona,Otro,1,1,Conductor,Pavimentada,Hombre,No,No,13,0,2,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,5,35,2019,3,21,50,30,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,Sí,No,62,0,1,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,5,35,2019,4,23,2,1,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,No,No,29,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,5,35,2019,4,12,22,18,Jueves,Accidente en intersección,Sin accidente en esta zona,Otro,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,60,0,2,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,5,35,2019,6,10,44,6,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,No,No,19,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,5,35,2019,6,13,0,7,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,No,No,18,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,5,35,2019,6,21,39,27,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,17,0,1,0,1,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,5,35,2019,8,23,25,31,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,No,43,0,0,0,1,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,5,35,2019,9,17,50,3,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,No,24,0,1,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,5,35,2019,9,20,15,23,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Mujer,No,No,39,0,1,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,5,35,2019,9,7,0,30,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,35,0,1,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,5,35,2019,11,20,32,3,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,No,No,26,0,1,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,5,35,2019,11,6,50,29,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,No,No,72,0,2,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,5,35,2019,11,9,10,29,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,No,No,86,0,1,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,5,35,2019,12,8,0,19,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,No,No,54,0,1,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,6,1,2019,12,15,50,18,Miercoles,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,77,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,6,7,2019,2,6,45,1,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,75,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,6,7,2019,8,9,50,16,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Mujer,Se ignora,Se ignora,18,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,6,7,2019,9,21,50,14,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,21,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,6,7,2019,12,11,0,24,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,26,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,7,87,2019,4,14,0,10,Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,2,Conductor,Pavimentada,Mujer,No,Se ignora,28,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,19,2019,1,19,30,25,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,Otra,Pavimentada,Hombre,No,Se ignora,99,0,2,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,19,2019,7,0,20,12,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Otra,Pavimentada,Hombre,No,Se ignora,19,0,2,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,19,2019,7,8,0,24,Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Otra,Pavimentada,Hombre,No,Se ignora,58,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,8,19,2019,8,5,50,15,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Otra,Pavimentada,Hombre,No,Se ignora,23,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,19,2019,8,22,5,24,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Otra,Pavimentada,Hombre,No,Se ignora,39,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,8,19,2019,9,0,0,29,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Otra,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,19,2019,10,8,32,4,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Otra,Pavimentada,Hombre,No,Se ignora,21,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,8,19,2019,10,12,30,20,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Otra,Pavimentada,Hombre,No,Se ignora,47,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,19,2019,10,18,45,23,Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Otra,Pavimentada,Hombre,No,Se ignora,58,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,8,19,2019,10,20,40,29,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,46,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,8,19,2019,10,12,16,30,Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Otra,Pavimentada,Hombre,No,Se ignora,99,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,19,2019,10,6,20,31,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Otra,Pavimentada,Hombre,No,Se ignora,70,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,8,19,2019,11,13,0,4,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,73,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,8,19,2019,11,5,50,13,Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,44,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,8,19,2019,12,18,10,5,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Otra,Pavimentada,Hombre,No,Se ignora,40,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,8,19,2019,12,14,30,12,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Otra,Pavimentada,Hombre,No,Se ignora,99,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,19,2019,12,8,0,17,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Otra,Pavimentada,Hombre,No,Se ignora,33,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,19,2019,12,20,19,27,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Otra,Pavimentada,Hombre,No,Se ignora,99,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,19,2019,12,14,58,31,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Otra,Pavimentada,Hombre,No,Se ignora,37,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,21,2019,8,11,47,21,Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,60,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,21,2019,9,8,10,28,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,26,0,2,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,21,2019,11,18,30,25,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,23,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,8,37,2019,1,21,10,25,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,52,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,37,2019,1,16,10,27,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,55,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,37,2019,3,14,30,28,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,34,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,37,2019,7,11,45,4,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,99,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,8,37,2019,7,19,43,5,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Mujer,Se ignora,Se ignora,30,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,37,2019,7,19,0,9,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,99,0,1,0,1,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,37,2019,7,20,0,9,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,16,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,37,2019,7,13,50,10,Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,19,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,37,2019,7,9,10,14,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,99,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,37,2019,7,7,30,21,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,99,1,0,0,0,0,0,0,0,0,0,0,0,Fatal,Cifras Definitivas
Municipal,8,37,2019,7,15,35,27,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Mujer,Se ignora,Se ignora,28,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,37,2019,10,15,40,11,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Mujer,No,Se ignora,32,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,37,2019,12,9,40,10,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,99,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,37,2019,12,8,5,12,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,59,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,37,2019,12,21,0,14,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,17,0,1,0,1,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,37,2019,12,15,0,21,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,45,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,8,37,2019,12,19,18,22,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,43,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,9,7,2019,1,9,15,8,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,No,No,26,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,9,7,2019,2,13,30,14,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,No,18,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,9,7,2019,7,21,0,21,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,9,7,2019,11,13,55,29,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,No,27,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,9,15,2019,1,17,20,4,Viernes,Accidente en intersección,Sin accidente en esta zona,Otro,1,1,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,9,15,2019,1,14,15,14,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,9,15,2019,2,7,10,14,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,No,32,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,9,15,2019,3,21,19,12,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,22,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,9,15,2019,11,21,20,30,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,99,0,0,0,0,0,0,0,2,0,0,0,0,No fatal,Cifras Definitivas
Municipal,9,16,2019,9,11,18,20,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,No,25,0,1,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,10,5,2019,6,18,20,14,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,15,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,10,5,2019,7,13,0,29,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,49,0,1,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,10,5,2019,8,13,20,21,Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,16,0,0,0,0,0,0,0,2,0,0,0,0,No fatal,Cifras Definitivas
Municipal,10,5,2019,12,14,20,23,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,29,0,1,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,10,7,2019,1,20,27,13,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,No,17,0,0,0,0,0,0,0,2,0,0,0,0,No fatal,Cifras Definitivas
Municipal,10,7,2019,5,19,40,1,Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,2,1,2,0,0,0,0,0,0,0,0,Fatal,Cifras Definitivas
Municipal,10,7,2019,12,8,47,7,Sabado,Accidente en intersección,Sin accidente en esta zona,Volcadura,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,18,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,10,13,2019,9,19,40,26,Jueves,Sin accidente en esta zona,Accidente en camino rural,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,34,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,10,22,2019,1,17,39,30,Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,56,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,10,22,2019,4,23,14,8,lunes,Accidente en intersección,Sin accidente en esta zona,Caída de pasajero,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,29,0,0,0,1,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,10,39,2019,5,15,50,17,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,22,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,11,1,2019,7,19,25,24,Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Mujer,No,Se ignora,36,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,11,2,2019,3,16,50,18,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,15,0,0,0,0,0,0,0,2,0,0,0,0,No fatal,Cifras Definitivas
Municipal,11,2,2019,4,10,30,21,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,68,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,11,2,2019,5,12,45,2,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,78,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,11,2,2019,6,17,16,27,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,14,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,11,2,2019,11,18,7,25,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,15,0,1,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,11,5,2019,2,15,40,28,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,No,38,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,11,5,2019,4,16,40,13,Sabado,Sin accidente en esta zona,Accidente en camino rural,Colisión con ciclista,1,1,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,11,5,2019,8,16,0,3,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,42,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,11,5,2019,9,18,20,9,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,53,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,11,5,2019,9,20,43,21,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Sí,Se ignora,23,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,11,5,2019,11,18,50,11,lunes,Sin accidente en esta zona,Accidente en camino rural,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,25,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,11,7,2019,1,19,20,13,Domingo,Accidente en no intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,63,0,0,0,0,0,0,0,2,0,0,0,0,No fatal,Cifras Definitivas
Municipal,11,7,2019,1,21,35,24,Jueves,Accidente en no intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,99,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,11,7,2019,2,23,34,4,lunes,Accidente en no intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,11,7,2019,2,10,20,10,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,70,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,11,7,2019,2,9,20,11,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Mujer,No,Se ignora,99,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,11,7,2019,3,10,10,10,Domingo,Accidente en no intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Mujer,No,Se ignora,99,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
